user id,test group,converted,total ads,most ads day,most ads hour
1142890,ad,False,28,Friday,1
1500575,ad,False,1,Wednesday,18
1171240,ad,False,7,Saturday,23
1574944,ad,False,149,Monday,19
1199960,ad,True,244,Wednesday,10
1206510,ad,False,17,Wednesday,14
1384333,ad,False,34,Wednesday,18
1535218,ad,False,31,Tuesday,18
1070870,ad,False,10,Friday,18
1214067,ad,True,11,Thursday,15
1617906,ad,False,2,Wednesday,18
1608085,ad,False,67,Monday,10
1123051,ad,False,9,Monday,12
1548622,ad,False,4,Wednesday,18
1102541,ad,False,1,Wednesday,18
1461466,ad,False,2,Friday,18
1424107,ad,False,321,Tuesday,18
1268288,ad,False,156,Friday,12
1517441,ad,False,4,Wednesday,11
1613384,ad,False,5,Sunday,18
1441117,ad,False,27,Thursday,17
1499159,ad,False,18,Sunday,15
1492698,ad,False,3,Wednesday,8
1393059,ad,False,14,Sunday,9
1599180,ad,False,174,Wednesday,11
1294051,ad,False,60,Wednesday,19
1333336,ad,False,142,Friday,20
1323978,ad,False,4,Saturday,21
1273637,ad,False,63,Monday,10
1282185,ad,False,8,Wednesday,20
1570058,ad,False,14,Sunday,18
1035799,ad,False,15,Monday,12
1575912,ad,False,2,Wednesday,14
1508710,ad,False,90,Friday,18
1399871,ad,False,29,Wednesday,20
1092596,ad,False,49,Thursday,17
1530504,ad,False,14,Wednesday,12
1074015,ad,False,2,Wednesday,18
908937,psa,False,5,Wednesday,18
1037141,ad,False,30,Thursday,10
1302760,ad,False,1,Wednesday,18
1221586,ad,False,43,Thursday,18
1637368,ad,True,44,Friday,22
1234337,ad,False,15,Friday,22
1411062,ad,False,20,Sunday,9
1035184,ad,True,497,Wednesday,13
1402603,ad,False,1,Wednesday,18
1325923,ad,False,1,Wednesday,18
1008144,ad,False,6,Wednesday,18
1070906,ad,False,197,Friday,14
1287644,ad,False,23,Thursday,12
1582527,ad,False,46,Tuesday,3
1198453,ad,False,2,Friday,18
1639066,ad,False,7,Monday,20
1536491,ad,False,5,Wednesday,18
1342040,ad,False,46,Friday,13
1376751,ad,False,3,Wednesday,18
1508628,ad,False,21,Monday,20
1535260,ad,False,35,Friday,17
1505283,ad,False,1,Wednesday,18
1003532,ad,True,36,Saturday,14
1528190,ad,False,1,Wednesday,18
921163,psa,False,19,Thursday,10
1623926,ad,False,7,Tuesday,13
1273234,ad,False,16,Sunday,13
1051171,ad,True,68,Wednesday,19
1575032,ad,False,3,Wednesday,19
1362112,ad,False,1,Wednesday,19
1349203,ad,False,39,Friday,12
1305533,ad,False,38,Monday,22
1410142,ad,False,4,Wednesday,19
912769,psa,False,2,Wednesday,19
1536561,ad,False,1,Wednesday,19
1498747,ad,False,37,Sunday,14
1630221,ad,False,6,Thursday,18
1631563,ad,False,3,Tuesday,19
1583319,ad,False,183,Friday,20
1540709,ad,False,15,Saturday,14
1408170,ad,False,36,Wednesday,19
1268582,ad,False,46,Friday,11
1288161,ad,False,421,Friday,19
1555013,ad,False,127,Friday,19
922796,psa,False,16,Thursday,16
909996,psa,False,1,Wednesday,19
1637836,ad,False,12,Monday,19
914946,psa,False,8,Wednesday,19
1440532,ad,False,10,Thursday,15
1613483,ad,False,12,Monday,8
1208525,ad,False,25,Sunday,14
1309916,ad,False,13,Wednesday,15
1366989,ad,True,162,Wednesday,13
901055,psa,False,50,Sunday,19
1225550,ad,False,78,Friday,13
1392564,ad,False,8,Saturday,12
1311777,ad,False,1,Wednesday,19
1357335,ad,False,52,Wednesday,19
1347922,ad,False,21,Wednesday,20
1634027,ad,False,40,Wednesday,19
1024061,ad,False,6,Wednesday,19
1209769,ad,False,22,Friday,14
1032188,ad,False,72,Wednesday,22
1563762,ad,False,429,Friday,18
1527108,ad,False,83,Thursday,12
1450980,ad,False,1,Wednesday,19
1274035,ad,False,36,Friday,7
1448633,ad,False,258,Sunday,9
1496778,ad,False,2,Wednesday,19
1500386,ad,False,41,Thursday,2
1562150,ad,False,40,Wednesday,19
1268040,ad,False,67,Tuesday,8
1518780,ad,False,51,Friday,19
1066287,ad,False,1,Wednesday,19
1065744,ad,False,101,Saturday,10
1539820,ad,False,11,Wednesday,19
1346401,ad,False,18,Saturday,0
1521693,ad,False,136,Sunday,19
1039440,ad,False,1,Wednesday,19
902339,psa,False,2,Wednesday,19
1380194,ad,False,54,Monday,13
1008537,ad,False,2,Wednesday,19
1034870,ad,False,14,Friday,19
1009954,ad,False,2,Monday,19
1090734,ad,False,6,Sunday,9
1373586,ad,False,43,Wednesday,23
1099508,ad,False,46,Wednesday,20
1376452,ad,False,37,Wednesday,23
1161844,ad,False,17,Wednesday,19
1311961,ad,False,38,Wednesday,20
1617385,ad,False,77,Saturday,7
1424333,ad,False,31,Wednesday,19
1647766,ad,False,90,Friday,9
1103376,ad,False,42,Wednesday,20
1612202,ad,False,49,Thursday,9
1300977,ad,False,19,Friday,6
1504749,ad,False,32,Thursday,19
1300223,ad,False,40,Tuesday,10
1555813,ad,False,24,Wednesday,19
1574960,ad,False,14,Wednesday,19
1280721,ad,False,28,Friday,22
1570741,ad,False,16,Wednesday,19
1603665,ad,False,94,Friday,12
1239026,ad,False,80,Friday,13
1374328,ad,False,247,Friday,6
1279244,ad,False,1,Wednesday,19
1245694,ad,False,120,Sunday,13
1380125,ad,False,81,Friday,21
1187023,ad,False,23,Thursday,11
1016377,ad,True,3,Friday,19
1471717,ad,False,14,Wednesday,19
1528192,ad,False,1,Wednesday,19
1174539,ad,False,5,Wednesday,10
1098560,ad,False,1,Wednesday,19
1207265,ad,False,16,Monday,19
1273273,ad,False,76,Wednesday,20
1246449,ad,False,105,Thursday,16
1037285,ad,False,1,Wednesday,19
1195996,ad,False,183,Saturday,20
1460227,ad,False,42,Sunday,7
1030835,ad,False,2,Wednesday,19
1363398,ad,False,60,Wednesday,20
1123229,ad,False,19,Wednesday,19
910231,psa,False,1,Wednesday,19
1409657,ad,False,69,Wednesday,22
1589993,ad,False,61,Monday,22
1521527,ad,False,94,Sunday,11
1492902,ad,False,24,Saturday,22
1033764,ad,False,7,Wednesday,1
1136897,ad,False,21,Wednesday,19
1478688,ad,False,1,Wednesday,19
1197024,ad,False,19,Wednesday,21
1175814,ad,False,41,Wednesday,19
1521533,ad,False,165,Saturday,2
1164312,ad,False,11,Wednesday,19
1105461,ad,False,3,Wednesday,19
1630220,ad,False,41,Friday,23
1162638,ad,False,16,Sunday,12
1426419,ad,False,7,Wednesday,19
1342033,ad,True,43,Saturday,19
1649401,ad,False,37,Wednesday,21
1493316,ad,False,20,Wednesday,19
1051066,ad,False,11,Monday,1
1394182,ad,False,12,Wednesday,20
1018470,ad,False,101,Sunday,11
904473,psa,False,7,Wednesday,19
1491447,ad,False,65,Wednesday,14
1225028,ad,False,96,Monday,20
1230308,ad,False,22,Friday,19
1391183,ad,False,38,Sunday,16
1351376,ad,False,1,Wednesday,19
912575,psa,False,44,Wednesday,21
1389500,ad,False,182,Saturday,19
1558614,ad,False,102,Wednesday,23
1446997,ad,False,25,Wednesday,19
1380724,ad,False,40,Wednesday,19
1531147,ad,False,106,Wednesday,21
1414931,ad,False,9,Wednesday,21
1562915,ad,False,17,Wednesday,8
1284188,ad,False,5,Sunday,14
1087183,ad,False,16,Wednesday,19
1414930,ad,False,12,Wednesday,19
901918,psa,False,50,Wednesday,22
1084541,ad,False,35,Wednesday,21
1470235,ad,False,76,Friday,9
1632820,ad,False,32,Friday,17
1639359,ad,False,61,Friday,12
1333617,ad,False,65,Friday,20
1397128,ad,False,27,Wednesday,19
1247339,ad,False,24,Sunday,18
1048226,ad,False,59,Sunday,10
1612598,ad,False,37,Wednesday,5
1263678,ad,False,278,Friday,21
1504951,ad,False,53,Thursday,22
1030245,ad,False,51,Saturday,2
1579679,ad,False,25,Wednesday,20
1349754,ad,False,86,Friday,20
1385238,ad,False,135,Sunday,12
1078420,ad,False,98,Wednesday,13
1187767,ad,False,10,Thursday,17
1507162,ad,False,22,Monday,20
1004596,ad,False,19,Thursday,14
1093478,ad,False,6,Wednesday,19
1160443,ad,False,37,Tuesday,0
1249188,ad,False,25,Wednesday,22
1487186,ad,False,24,Monday,19
1057596,ad,False,45,Thursday,20
1444398,ad,True,20,Saturday,21
1068567,ad,False,73,Friday,14
1347601,ad,False,6,Wednesday,19
1466966,ad,False,2,Wednesday,15
1478650,ad,False,25,Wednesday,20
1021607,ad,False,3,Wednesday,19
923051,psa,False,9,Wednesday,20
1580931,ad,False,458,Sunday,11
923428,psa,False,1,Wednesday,20
1200967,ad,False,51,Thursday,18
1606842,ad,False,66,Saturday,14
1309512,ad,False,132,Tuesday,20
1198432,ad,False,11,Saturday,13
1575470,ad,False,34,Sunday,15
1353540,ad,False,31,Thursday,19
1149342,ad,False,35,Wednesday,21
1268372,ad,True,136,Sunday,14
1273216,ad,False,35,Sunday,21
1402775,ad,False,1,Wednesday,20
1385340,ad,False,17,Sunday,20
1019563,ad,False,49,Saturday,2
1399166,ad,False,44,Sunday,19
900113,psa,False,7,Wednesday,20
1418885,ad,False,12,Wednesday,20
1256313,ad,False,104,Wednesday,10
1548534,ad,False,17,Friday,20
922312,psa,False,1,Wednesday,20
1485794,ad,False,1,Wednesday,20
1547597,ad,False,28,Wednesday,21
1563993,ad,False,138,Wednesday,22
1233142,ad,False,2,Wednesday,20
1315414,ad,False,107,Saturday,17
1034825,ad,False,51,Saturday,10
1491481,ad,False,21,Monday,23
1123709,ad,False,24,Friday,12
1590259,ad,False,3,Sunday,17
1324064,ad,False,41,Saturday,23
1269000,ad,False,71,Sunday,12
1073660,ad,False,15,Friday,23
1355888,ad,False,25,Sunday,13
1355571,ad,False,13,Thursday,0
1334094,ad,False,35,Sunday,16
1249123,ad,False,49,Friday,17
1283476,ad,True,130,Wednesday,23
1323039,ad,False,28,Sunday,11
1417188,ad,False,28,Wednesday,7
1025395,ad,False,25,Saturday,12
1330271,ad,False,3,Wednesday,20
1238172,ad,False,21,Wednesday,20
1209684,ad,False,26,Wednesday,18
1192888,ad,False,37,Wednesday,20
1355717,ad,True,94,Friday,23
1005716,ad,False,34,Friday,21
1069420,ad,False,1,Wednesday,20
1396421,ad,False,20,Tuesday,16
1375911,ad,False,74,Thursday,6
1310777,ad,False,43,Wednesday,20
1496422,ad,False,42,Wednesday,22
1025992,ad,False,1,Wednesday,20
921351,psa,False,45,Wednesday,20
1398933,ad,False,38,Monday,19
1049395,ad,False,113,Wednesday,20
1283040,ad,False,13,Wednesday,20
1120860,ad,False,21,Thursday,11
1080179,ad,False,146,Monday,14
1095289,ad,False,19,Wednesday,20
1074849,ad,False,19,Wednesday,23
1181214,ad,False,24,Tuesday,19
1110594,ad,False,18,Wednesday,20
1539553,ad,False,1,Wednesday,20
1414423,ad,False,25,Friday,14
1110991,ad,False,29,Sunday,11
1326274,ad,False,1,Wednesday,20
1455376,ad,False,20,Wednesday,20
1238853,ad,False,19,Monday,2
1570373,ad,False,71,Wednesday,13
1376361,ad,False,321,Sunday,15
1539992,ad,False,89,Friday,21
1008183,ad,False,9,Saturday,20
1405679,ad,False,9,Thursday,13
1119762,ad,True,132,Friday,12
922701,psa,False,21,Wednesday,22
1047457,ad,True,66,Thursday,17
1278324,ad,False,102,Friday,11
1591709,ad,False,68,Wednesday,20
1570916,ad,False,29,Wednesday,20
1020198,ad,False,2,Wednesday,20
1441588,ad,True,3,Sunday,23
1465451,ad,False,356,Monday,13
1122641,ad,False,71,Thursday,4
1153312,ad,False,5,Wednesday,20
1354941,ad,False,70,Wednesday,20
1475964,ad,False,669,Saturday,4
1069210,ad,False,73,Friday,23
908801,psa,False,7,Wednesday,20
1385043,ad,False,6,Wednesday,20
1311827,ad,False,30,Friday,12
1040073,ad,False,37,Monday,16
1407343,ad,True,89,Sunday,15
1497949,ad,False,29,Wednesday,20
1097084,ad,False,33,Wednesday,20
1161179,ad,False,136,Friday,16
1401568,ad,False,40,Wednesday,20
1226805,ad,False,5,Wednesday,20
1546887,ad,False,13,Wednesday,21
1168854,ad,False,56,Thursday,22
1584294,ad,False,1,Wednesday,20
1347984,ad,False,90,Saturday,16
1616176,ad,False,49,Wednesday,20
1365383,ad,False,24,Saturday,16
1358413,ad,False,22,Thursday,9
1062091,ad,False,18,Monday,0
1592067,ad,False,70,Saturday,20
1051856,ad,False,32,Friday,11
1536110,ad,False,290,Sunday,16
1295039,ad,False,49,Tuesday,20
1505236,ad,False,11,Wednesday,20
1457388,ad,False,16,Thursday,21
1170103,ad,False,13,Friday,20
1197305,ad,False,15,Wednesday,20
1333397,ad,False,44,Sunday,23
1601067,ad,False,8,Friday,12
1372635,ad,False,20,Wednesday,20
1347545,ad,False,140,Wednesday,2
1337410,ad,False,50,Wednesday,22
1423860,ad,False,1,Wednesday,20
914997,psa,False,9,Wednesday,20
1584292,ad,False,8,Wednesday,20
1158184,ad,False,12,Thursday,11
1436019,ad,False,34,Friday,20
1484839,ad,False,46,Friday,20
1314059,ad,False,138,Sunday,20
1550076,ad,False,4,Wednesday,20
1371772,ad,False,17,Monday,20
1198544,ad,False,13,Friday,22
1513418,ad,False,1,Wednesday,20
1199266,ad,False,24,Monday,20
1237771,ad,True,91,Tuesday,19
1430860,ad,False,25,Friday,13
906446,psa,True,151,Friday,21
1237869,ad,False,86,Saturday,20
1500231,ad,False,29,Saturday,12
1427872,ad,False,81,Thursday,2
1308709,ad,False,50,Saturday,19
1342698,ad,False,274,Monday,10
1063603,ad,False,40,Friday,20
1322753,ad,False,23,Friday,10
1108473,ad,False,20,Saturday,5
1604773,ad,False,38,Wednesday,20
1459573,ad,False,20,Wednesday,22
1080541,ad,False,1,Wednesday,20
1553335,ad,False,172,Sunday,20
1263959,ad,False,40,Friday,21
1362000,ad,False,19,Friday,12
1224976,ad,False,4,Thursday,22
1315548,ad,False,27,Sunday,14
1084819,ad,False,8,Friday,9
1279239,ad,False,19,Friday,14
1111872,ad,False,17,Wednesday,23
1544267,ad,False,1,Wednesday,20
1043484,ad,False,85,Wednesday,21
1193857,ad,False,111,Sunday,21
917921,psa,False,46,Thursday,17
1077120,ad,False,1,Wednesday,20
1540355,ad,False,25,Saturday,0
1558775,ad,False,205,Thursday,17
1288443,ad,False,7,Wednesday,21
1219159,ad,False,38,Wednesday,21
1401986,ad,False,55,Thursday,21
1239519,ad,False,15,Wednesday,21
1083171,ad,True,110,Wednesday,9
1192443,ad,False,40,Thursday,23
1189888,ad,False,12,Wednesday,21
1041337,ad,False,19,Wednesday,9
1116951,ad,False,22,Friday,7
1328448,ad,False,20,Friday,19
1158326,ad,False,86,Thursday,11
1575134,ad,False,85,Friday,21
1222619,ad,False,8,Wednesday,21
1138147,ad,False,43,Saturday,10
1290223,ad,False,4,Wednesday,21
1203488,ad,False,16,Thursday,21
1336984,ad,False,10,Sunday,19
1314945,ad,False,13,Thursday,0
1332091,ad,False,99,Wednesday,21
1149390,ad,False,46,Friday,21
1168213,ad,False,8,Friday,12
1059944,ad,False,35,Monday,17
1425673,ad,False,63,Friday,21
1590484,ad,False,23,Saturday,21
1224363,ad,False,21,Wednesday,21
1020160,ad,False,29,Wednesday,21
1553229,ad,False,27,Wednesday,21
1532360,ad,False,41,Wednesday,13
1649478,ad,False,34,Wednesday,6
1382652,ad,False,29,Saturday,21
1174131,ad,False,21,Thursday,11
1272761,ad,False,18,Wednesday,21
1441285,ad,False,7,Thursday,10
1008840,ad,False,223,Friday,12
1252781,ad,False,11,Monday,20
1616190,ad,False,86,Friday,7
922151,psa,False,26,Wednesday,22
1156538,ad,False,16,Friday,23
1125621,ad,False,44,Wednesday,21
1006005,ad,False,1,Wednesday,21
1499670,ad,False,22,Sunday,14
1617908,ad,False,47,Saturday,21
1195893,ad,True,139,Tuesday,13
1301356,ad,False,9,Saturday,18
1473095,ad,False,45,Sunday,11
1559243,ad,False,1,Wednesday,21
1223402,ad,False,42,Wednesday,22
1388862,ad,False,6,Wednesday,21
1385598,ad,False,1,Wednesday,21
922471,psa,False,2,Sunday,15
1491038,ad,True,33,Tuesday,13
903221,psa,False,39,Thursday,0
914811,psa,False,6,Thursday,2
1240267,ad,False,23,Wednesday,21
1433058,ad,False,5,Thursday,14
1500169,ad,False,39,Friday,18
1179937,ad,False,19,Saturday,14
1033432,ad,False,5,Saturday,21
913094,psa,False,4,Wednesday,21
1359649,ad,False,39,Wednesday,21
1062759,ad,False,13,Thursday,13
1359161,ad,False,6,Thursday,17
1388353,ad,False,7,Friday,13
1102194,ad,False,15,Wednesday,21
1600943,ad,False,12,Sunday,13
1459926,ad,False,87,Saturday,8
1491593,ad,False,34,Thursday,4
915595,psa,False,48,Friday,13
1475152,ad,False,34,Sunday,13
1548862,ad,False,31,Sunday,15
1231002,ad,False,33,Sunday,12
1227159,ad,False,37,Tuesday,9
902888,psa,False,28,Thursday,0
1639903,ad,False,127,Sunday,9
1126400,ad,False,26,Friday,12
1199647,ad,False,18,Sunday,15
1624958,ad,False,1,Wednesday,21
1128507,ad,False,15,Sunday,14
1379693,ad,False,22,Thursday,18
1564802,ad,False,1,Wednesday,21
1198859,ad,False,87,Saturday,21
1641313,ad,False,13,Wednesday,21
920455,psa,False,9,Wednesday,23
1164870,ad,False,78,Wednesday,22
1215512,ad,False,22,Sunday,2
1067159,ad,False,75,Friday,14
1418641,ad,False,6,Wednesday,21
1385544,ad,False,81,Friday,9
1462601,ad,False,53,Sunday,15
1416549,ad,False,64,Thursday,18
1424799,ad,False,41,Saturday,23
1212493,ad,False,3,Thursday,10
1024152,ad,False,126,Saturday,5
1025836,ad,False,7,Wednesday,21
1287703,ad,False,34,Thursday,21
1047869,ad,False,1,Wednesday,21
1332674,ad,False,13,Friday,17
1336881,ad,False,1,Wednesday,21
1247718,ad,False,1,Wednesday,21
1614921,ad,False,84,Monday,18
1054007,ad,False,45,Friday,21
1115912,ad,False,14,Thursday,21
1527019,ad,False,21,Saturday,10
1010324,ad,False,16,Wednesday,21
1206707,ad,False,88,Saturday,21
1351341,ad,True,88,Wednesday,21
1380713,ad,False,26,Friday,1
1155601,ad,False,7,Wednesday,0
1595582,ad,False,22,Friday,10
1341783,ad,False,43,Wednesday,21
1460002,ad,False,55,Friday,21
1553840,ad,True,19,Sunday,15
1540764,ad,False,102,Friday,21
1583498,ad,False,49,Saturday,14
1276117,ad,False,105,Friday,2
1009837,ad,False,7,Saturday,21
1334658,ad,False,3,Thursday,22
1649285,ad,False,35,Thursday,22
1500580,ad,False,2,Friday,20
1464158,ad,False,1,Wednesday,21
1142282,ad,False,22,Friday,10
1524204,ad,False,81,Sunday,17
1351385,ad,False,1,Wednesday,21
1197175,ad,False,6,Wednesday,21
1479272,ad,False,2,Wednesday,21
1242317,ad,False,5,Wednesday,21
1022053,ad,False,5,Sunday,14
1511074,ad,False,2,Wednesday,21
1626237,ad,False,30,Wednesday,22
1098419,ad,False,9,Thursday,0
1073779,ad,False,69,Wednesday,2
1150746,ad,False,12,Sunday,15
1639913,ad,False,30,Wednesday,22
1157988,ad,True,30,Tuesday,20
1465210,ad,False,12,Wednesday,13
1524857,ad,False,27,Wednesday,23
1314508,ad,False,19,Thursday,9
905718,psa,False,23,Wednesday,21
1411299,ad,False,4,Wednesday,21
915348,psa,False,26,Wednesday,22
1358057,ad,False,42,Saturday,21
1490185,ad,False,62,Friday,22
1507251,ad,False,3,Wednesday,21
1131934,ad,False,29,Thursday,18
1454944,ad,False,6,Wednesday,21
1583701,ad,False,24,Thursday,21
1397774,ad,False,10,Wednesday,22
1145561,ad,False,1,Wednesday,22
1587894,ad,False,49,Sunday,18
1487404,ad,False,47,Friday,21
1047439,ad,False,8,Saturday,3
1462611,ad,False,42,Thursday,22
1114587,ad,False,70,Sunday,15
1147951,ad,False,15,Saturday,10
1189899,ad,False,11,Thursday,16
1511190,ad,False,24,Wednesday,22
1388644,ad,False,24,Sunday,15
1162621,ad,False,10,Wednesday,22
1192506,ad,False,13,Saturday,9
1275842,ad,False,12,Friday,0
1527433,ad,False,20,Saturday,21
1609524,ad,False,3,Tuesday,22
1196785,ad,False,24,Sunday,21
1032334,ad,False,1,Wednesday,22
1244130,ad,False,10,Thursday,14
1069421,ad,False,4,Wednesday,22
1041275,ad,False,11,Thursday,14
1553019,ad,False,51,Saturday,14
1632662,ad,False,77,Wednesday,23
1519692,ad,False,4,Wednesday,22
1067339,ad,False,93,Sunday,11
1226582,ad,False,24,Saturday,16
1474290,ad,False,20,Sunday,9
1072379,ad,False,43,Wednesday,22
1134932,ad,False,28,Wednesday,22
1485383,ad,False,19,Sunday,15
1114178,ad,False,53,Tuesday,0
1186738,ad,False,9,Thursday,22
1158725,ad,False,16,Wednesday,22
1042770,ad,False,62,Wednesday,23
1299833,ad,False,11,Thursday,22
1056711,ad,False,48,Sunday,12
1324968,ad,False,5,Wednesday,22
1018693,ad,False,26,Friday,13
1122658,ad,False,24,Friday,0
1354874,ad,False,77,Monday,18
1214176,ad,False,33,Friday,21
1214960,ad,False,45,Wednesday,18
1139756,ad,False,40,Wednesday,22
1235291,ad,False,94,Wednesday,22
1415575,ad,False,41,Wednesday,22
1334195,ad,False,6,Wednesday,22
1306207,ad,False,1,Wednesday,22
1249272,ad,False,6,Friday,12
1132022,ad,False,9,Wednesday,22
1325133,ad,False,127,Sunday,18
1283896,ad,False,41,Sunday,15
921126,psa,False,20,Wednesday,22
1190735,ad,False,67,Thursday,22
1394187,ad,False,1,Wednesday,22
1597247,ad,False,24,Thursday,8
1013056,ad,False,76,Thursday,12
1288572,ad,False,11,Wednesday,22
1246955,ad,False,32,Wednesday,23
1073334,ad,False,78,Thursday,10
1260222,ad,False,29,Saturday,14
1073759,ad,False,10,Thursday,23
1487534,ad,False,20,Wednesday,22
1094280,ad,False,58,Thursday,22
1025586,ad,False,35,Wednesday,21
1267052,ad,False,49,Wednesday,22
1542439,ad,False,54,Thursday,22
1279840,ad,False,6,Wednesday,21
1177067,ad,False,52,Wednesday,22
1177421,ad,False,27,Wednesday,22
1461021,ad,False,26,Friday,14
1241483,ad,False,75,Sunday,16
913344,psa,False,36,Sunday,15
1023049,ad,False,2,Wednesday,22
1547441,ad,False,27,Wednesday,22
1109417,ad,False,26,Sunday,10
1592007,ad,False,98,Thursday,22
1017391,ad,False,1,Wednesday,22
1650567,ad,False,11,Friday,22
1155974,ad,False,28,Saturday,10
1279030,ad,False,23,Wednesday,22
920757,psa,False,27,Wednesday,22
1325394,ad,False,42,Sunday,12
1130436,ad,False,29,Wednesday,22
1622020,ad,False,30,Sunday,21
1323182,ad,True,110,Friday,16
1111489,ad,False,8,Sunday,16
1020201,ad,False,41,Sunday,22
1087642,ad,False,37,Friday,12
1534931,ad,False,68,Wednesday,14
1382965,ad,False,35,Wednesday,18
1174036,ad,False,27,Wednesday,22
1018383,ad,False,20,Wednesday,22
1498041,ad,True,51,Saturday,22
1554414,ad,False,10,Thursday,9
1554881,ad,False,1,Wednesday,22
1513104,ad,False,12,Thursday,0
1044796,ad,False,1,Wednesday,22
1479119,ad,False,48,Friday,9
1098657,ad,False,23,Wednesday,22
904867,psa,False,39,Wednesday,23
1067832,ad,False,38,Thursday,2
1146739,ad,False,38,Sunday,12
1575891,ad,False,31,Wednesday,22
1216890,ad,False,18,Friday,17
1142055,ad,False,10,Thursday,10
1104019,ad,False,10,Saturday,18
1540056,ad,False,2,Wednesday,22
1097835,ad,False,10,Wednesday,22
1530643,ad,False,33,Wednesday,22
1306112,ad,False,38,Wednesday,23
1450532,ad,False,53,Thursday,9
1238428,ad,False,23,Thursday,19
1524131,ad,False,47,Friday,12
1381844,ad,False,146,Friday,23
1329684,ad,False,86,Wednesday,5
1654440,ad,False,24,Wednesday,23
1465066,ad,False,90,Friday,21
905135,psa,False,7,Wednesday,22
1153739,ad,False,23,Wednesday,14
1094097,ad,False,45,Thursday,1
1149340,ad,False,26,Thursday,9
1032146,ad,False,1,Wednesday,22
1236500,ad,False,31,Thursday,15
1431455,ad,False,92,Friday,18
1211417,ad,False,4,Friday,21
1357194,ad,False,26,Wednesday,8
1247259,ad,True,57,Friday,14
1227406,ad,False,68,Saturday,17
1106733,ad,False,26,Thursday,17
1559237,ad,False,20,Wednesday,22
910571,psa,False,41,Wednesday,22
1096664,ad,False,66,Friday,22
1255685,ad,False,24,Saturday,17
1239607,ad,False,11,Thursday,10
1254303,ad,False,3,Wednesday,22
1062090,ad,False,20,Wednesday,23
1385500,ad,False,34,Friday,21
1525295,ad,False,18,Thursday,0
1080250,ad,False,53,Thursday,23
907031,psa,False,24,Saturday,14
1367435,ad,False,33,Thursday,21
1478012,ad,False,15,Wednesday,22
1219861,ad,False,94,Saturday,19
1025464,ad,False,46,Monday,15
1330818,ad,False,33,Wednesday,23
1525338,ad,True,34,Monday,15
905039,psa,False,56,Wednesday,22
1331131,ad,False,24,Wednesday,15
1120415,ad,False,55,Thursday,22
1650947,ad,False,79,Sunday,13
1524760,ad,False,226,Thursday,22
1575278,ad,False,76,Tuesday,0
1572318,ad,False,32,Friday,1
1219898,ad,False,11,Thursday,15
1272227,ad,False,16,Wednesday,23
1280636,ad,False,64,Friday,0
1116648,ad,False,42,Thursday,8
1418920,ad,False,8,Sunday,14
1259950,ad,True,136,Monday,8
1118188,ad,False,36,Wednesday,23
1490793,ad,False,129,Wednesday,19
1589100,ad,False,6,Wednesday,22
1426638,ad,False,37,Wednesday,23
1588869,ad,False,20,Sunday,12
1314621,ad,False,15,Wednesday,22
1072489,ad,False,1,Wednesday,22
1359520,ad,True,104,Sunday,16
1508687,ad,False,6,Friday,20
923510,psa,False,8,Wednesday,22
1586590,ad,False,43,Tuesday,3
1583440,ad,False,59,Thursday,13
1020907,ad,False,16,Saturday,21
1372931,ad,False,26,Wednesday,23
1559204,ad,False,1,Wednesday,22
1088036,ad,False,19,Wednesday,23
1534737,ad,False,2,Wednesday,22
1301808,ad,False,7,Wednesday,22
1193841,ad,False,27,Thursday,12
1432695,ad,False,13,Wednesday,22
1246037,ad,False,34,Thursday,14
900661,psa,False,10,Thursday,23
1316566,ad,False,3,Wednesday,23
1575110,ad,False,3,Wednesday,22
1106764,ad,False,25,Wednesday,11
1368091,ad,False,5,Wednesday,23
1197045,ad,False,40,Tuesday,14
1299650,ad,False,77,Sunday,14
1470241,ad,False,21,Sunday,23
1342496,ad,False,60,Wednesday,23
1621227,ad,False,69,Thursday,19
1307084,ad,False,108,Saturday,0
1266538,ad,False,51,Saturday,22
1348242,ad,False,15,Monday,19
1260664,ad,False,37,Tuesday,11
1491768,ad,False,3,Wednesday,23
1413883,ad,False,46,Monday,21
1137834,ad,True,44,Monday,22
1047083,ad,False,44,Wednesday,23
1637721,ad,False,18,Friday,23
1130997,ad,False,23,Tuesday,17
1380956,ad,False,4,Wednesday,23
1099809,ad,False,20,Thursday,18
1174086,ad,False,1,Wednesday,23
1202460,ad,False,22,Wednesday,23
1137975,ad,True,53,Wednesday,23
1200271,ad,False,5,Saturday,18
1304879,ad,False,36,Sunday,23
1099704,ad,False,14,Wednesday,23
915411,psa,False,4,Wednesday,23
907811,psa,False,4,Wednesday,23
1030795,ad,False,80,Thursday,23
1230085,ad,False,24,Sunday,11
1190597,ad,False,5,Tuesday,16
1244688,ad,False,43,Thursday,22
1393474,ad,False,3,Wednesday,23
1557918,ad,True,51,Monday,18
900940,psa,False,8,Saturday,23
1046287,ad,False,1,Wednesday,23
1563849,ad,False,58,Monday,22
1440517,ad,False,33,Friday,18
1017177,ad,False,2,Monday,17
1204900,ad,False,10,Wednesday,23
1626256,ad,False,49,Thursday,13
1276215,ad,False,5,Wednesday,23
1441530,ad,False,4,Wednesday,23
1006573,ad,False,27,Wednesday,23
1316863,ad,False,70,Thursday,15
1306292,ad,False,129,Friday,17
1150048,ad,False,14,Wednesday,23
1556194,ad,False,59,Sunday,23
1466378,ad,False,29,Wednesday,23
